text,likes,platform,num_palabras
👏👏👏,1.0,Instagram,1
"Precisamos de um sistema pra emissão de GTA também. Está com 2 ocasiões que não consigo fazer GTA, porque falam que o sistema não funciona.",2.0,Instagram,25
Cute!!,1.0,Instagram,1
What is the color? Please!,1.0,Instagram,5
Love it 💚🩷✨,1.0,Instagram,3
I have them & they’re so good!!! 😍😍😍,1.0,Instagram,8
So beautiful,1.0,Instagram,2
Wow gorgeous 😍🔥❤️,1.0,Instagram,3
@tsofii_  δεν μπορώ! 🫠κοιτα τα,2.0,Instagram,5
echte pretty 😍,1.0,Instagram,3
I want this shade Beautiful.,1.0,Instagram,5
one day i'll trust myself to try this,3.0,Instagram,8
I need this.,1.0,Instagram,3
she’s an influencaaaaaa,2.0,Instagram,3
that black shade is looking real warm medium brown bestie. looks that way on my brows too :\,9.0,Instagram,18
And now mascaras in these colors?😍😍,3.0,Instagram,6
Omg this is so cute,3.0,Instagram,5
Plz tell me I can purchase these @sephora,0.0,Instagram,8
"It’s incredible, my new fav👌🏾🫶🏾🙌🏾",2.0,Instagram,5
Gonna try this hack 👍🏼,1.0,Instagram,5
Best best best!!💜🖤,1.0,Instagram,3
Beautiful!!,1.0,Instagram,1
My fave is demolition,2.0,Instagram,4
Setting spray makes a HUGE difference!,2.0,Instagram,6
Iconic duo. One of my fav concealer and foundation.,1.0,Instagram,9
"Lipstick colour, pls?",2.0,Instagram,3
Woww 🔥,2.0,Instagram,2
This palette 👏🏽 this whole look 😍,3.0,Instagram,7
Beautiful ❤️,1.0,Instagram,2
Stunning 🤩,2.0,Instagram,2
O nome é @mariaterezabrasil !👏🔥 Potência demais,1.0,Instagram,7
"Senhor Governador, veja a necessidade de profissionais como os Assistentes sociais, importantes para a manutenção das políticas de saúde.",1.0,Instagram,19
Parabéns @yasmin.lemes 🩷✨,1.0,Instagram,3
Congratulations you are on fire 🔥,1.0,Instagram,6
Congratulations! 🙌,1.0,Instagram,2
Absolutely beautiful! Those balconies sound like the perfect escape! 😍☀️,1.0,Instagram,10
Congrats👏👏❤️,1.0,Instagram,1
I don’t need the sign I need the money 😂 @seth_spencer12,18.0,Instagram,11
The square footage is totally off,1.0,Instagram,6
biggie on nationals! ily @taylor.ternes,1.0,Instagram,5
OH MY WORD THANK YOU FOR FEATURING ME AND MY STORY,3.0,Instagram,11
👏🏻🤩 soooo proud of delta omicron!!!,2.0,Instagram,6
Brooke introduced me to Nimble. I still need to schedule a demo to make sure I’m using it correct. #crm #solopreneur,3.0,Instagram,21
those your kids @mary.drinkard,1.0,Instagram,4
👏👏👏,1.0,Instagram,1
👏👏👏,1.0,Instagram,1
👏👏👏👏,1.0,Instagram,1
Importante iniciativa e compromisso com o fortalecimento do turismo no Piauí! Esses encontros são essenciais para impulsionar o setor e colocar nosso estado em destaque nacional e internacionalmente. Sucesso na implementação dessas ações estratégicas!,2.0,Instagram,34
👏👏👏👏👏,2.0,Instagram,1
Obg por fazer essa homenagem ao meu padrinho 💔💔,2.0,Instagram,9
Omg!!! I love this! 🏃‍♀️🫶,6.0,Instagram,5
Quiero todos!!! 😍,1.0,Instagram,3
@nyxcosmetics send me some products please🥹💕,1.0,Instagram,6
Love it 😍❤️❤️,1.0,Instagram,3
Need it for sparkle season,1.0,Instagram,5
Your skin is beautiful. Aww😍,3.0,Instagram,5
Can I combine the two…🤭💚🩷,3.0,Instagram,5
The only things i want on my plate 😆🤌🏼👏🏼,1.0,Instagram,9
Loveeee❤️❤️❤️,2.0,Instagram,1
we think we've seen this before 🤭,6.0,Instagram,7
you're a true friend,1.0,Instagram,4
Can I get a bag handed to me 😮😍,1.0,Instagram,9
"All I can think is....all of the people who will be buying actual glue to use it as a ""life hack' after seeing this 😂",16.0,Instagram,25
The site has been down for 2 days. Do you have an update?,1.0,Instagram,13
I think its LANEIGE,1.0,Instagram,4
Mine came with a shadow shattered all over the palette. =(,1.0,Instagram,11
My favorite setting spray!😍,1.0,Instagram,4
My favorite foundation!!!!! And it’s on sale!! Stocking up rn ❤️,1.0,Instagram,11
My fav foundation,1.0,Instagram,3
Amazing colours for bridal makeup and festival makeup 😎  I should have all of them.,1.0,Instagram,15
Amazing 😍😍😍😍,1.0,Instagram,2
The best 🔥,1.0,Instagram,3
Loving this so cute ✨,3.0,Instagram,5
This lineup 👏🔥,1.0,Instagram,3
Beautiful,1.0,Instagram,1
So pretty,1.0,Instagram,2
The best collection,1.0,Instagram,3
Very pretty,1.0,Instagram,2
The eyeshadow sticks Apply so beautiful warming them up first will get a better payoff🔥,2.0,Instagram,15
Yes I love using nars on my clients!  The best 👏🏻,2.0,Instagram,11
You’re killing it! 👏,1.0,Instagram,4
Whoa!!! What a stunning property!!😍,2.0,Instagram,5
Congrats Kristee!!👏🥂,1.0,Instagram,2
Bought the dirt!! Now I’m ready for this encouragement!! 👏👏,2.0,Instagram,10
I spy my best friend !!! 💙✨ @emmalee.evans,2.0,Instagram,8
Hiiiii @anabelbakala ily💙🩵,1.0,Instagram,3
hi @karlieandrewss !!! 💙💙,2.0,Instagram,4
Awesome bunch of people and team @nimblegram rock,1.0,Instagram,8
Awesome! With dedication anything is possible! 🙌🏼,1.0,Instagram,7
@_carolinedoyle is also a fantastic collegiate volunteer while pursuing grad school! 💛💙,3.0,Instagram,12
YESSS my inspo @_carolinedoyle,2.0,Instagram,4
Tri Delta housing staff is the BEST! ❤️ to @sweet_sarahndippity,3.0,Instagram,10
My Queen @sanjana.siv,1.0,Instagram,3
@umainetridelta miss y’all so much🩵💛,1.0,Instagram,5
Q 1: Support  Q2: Grateful,1.0,Instagram,5
👏👏👏👏👏,1.0,Instagram,1
É sobre isso👏🏼👏🏼👏🏼! Vamos acompanhar 👏👏👏,1.0,Instagram,6
👏👏👏👏,1.0,Instagram,1
OH SHE IS STUNNING @blondie.fro,0.0,Instagram,5
Want / need it allll,1.0,Instagram,5
They are so good 😍,1.0,Instagram,5
What colors are included in the nude & pink/red home alone kit I don’t want to buy duplicates @nyxcosmetics,0.0,Instagram,19
i want them all 😍😍,2.0,Instagram,5
Love this,1.0,Instagram,2
"Personally, I'd be extremely thankful if I got this. The buttermelt blush and bronzer alone is just top tier",1.0,Instagram,19
SONG??!!!😍,6.0,Instagram,1
"This came out perfect @anjalimehta92 ❤️ Happy Diwali, 🪔 hope it’s a wonderful year ahead ✨",1.0,Instagram,16
The best.,1.0,Instagram,2
"I have oily skin, and I have such a hard time finding one. I just wanna have a velvety matte skin!! And for not have my makeup separate",1.0,Instagram,28
I have been wanting to try this😍 you look amazing ✨,1.0,Instagram,11
My favourite liners of all time 🔥💜🙌🖤,1.0,Instagram,7
The nicest combo,2.0,Instagram,3
Stunning shade 😍,2.0,Instagram,3
Perfect,1.0,Instagram,1
Tá bom de fazer a PI-240 que tá precisando muito,2.0,Instagram,10
Jaundice thinking 😂😂😂😂😂,3.0,Instagram,3
There is no need for him to be happy Na there is no seat left in parliament na only plastic chair remain.,4.0,Instagram,22
"@senyohosi, and if she goes, what does she lose? What wrong has she done or she is not up to the job?",1.0,Instagram,22
This is all EC fault...how many more days of confusion????? We have never experienced this before,1.0,Instagram,16
I see you still swinging off that back foot @jruss0825,2.0,Instagram,10
😒,5.0,Instagram,1
Esta brutal eso mijo una bestia,1.0,Instagram,6
I HAVE M1 do i need an M2 ???,1.0,Instagram,9
Nana Addo has destroyed the NPP and he's the cause of the NPP'S humiliating defeat ever in the history of the Fourth Republic,5.0,Instagram,23
"Com o fim da ditadura Assad, muitos sírios consideram voltar para casa. 12 milhões fugiram desde o início da guerra civil, há 13 anos. Países europeus estão revendo políticas de refúgio a sírios.

➡ Assista à #GloboNews:",33.0,Twitter,37
Brian Austin Green Tells MGK to ‘Grow Up’ After Musician’s Split From Megan Fox: ‘She’s Pregnant’,43.0,Twitter,16
"VENCE O PSG NO CLÁSSICO! 💪🇫🇷 Nossa @claalbuquerque traz os detalhes de mais um triunfo do time da capital, dessa vez contra o Lyon, pela #Ligue1 e destaca a atuação de uma jovem promessa da equipe comandada por Luis Enrique!",33.0,Twitter,40
"ÍDOLO E AGORA PRESIDENTE! 🇦🇷🇦🇷 O ex-atacante Diego Milito foi confirmado como novo presidente do Racing!

🗞️ @TNTSportsAR",230.0,Twitter,18
".@DanielaLima_ : cirurgia de Lula travou negociações para reforma ministerial, que ficou para início de 2025.

➡ Assista à #GloboNews:",84.0,Twitter,20
"Começou hoje a segunda fase da Fuvest, vestibular que define os estudantes aprovados para estudar na USP.

➡ Assista à #GloboNews:",27.0,Twitter,21
Taylor Swift’s ‘The Tortured Poets Department’ Logs 17th Week at No. 1 on Billboard 200,524.0,Twitter,15
"As atrizes Fernanda Torres e Fernanda Montenegro são destaque em uma matéria do New York Times. O jornal fala sobre a chance de Oscar de ""Ainda estou aqui"", primeiro filme original do Globoplay.

➡ Assista à #GloboNews:",208.0,Twitter,37
Blink-182’s Tom DeLonge Shares His Theory on New Jersey Drone Sightings,19.0,Twitter,11
Taylor Swift’s Birthday Gift to Fans: A Quiet Release of These Behind-the-Scenes Videos,51.0,Twitter,13
"SEVENTEEN Talk BBMAs Performance, DJ Khaled Collab &amp; More | Billboard Music Awards 2024",1945.0,Twitter,14
"SEVENTEEN on How They Feel About Being on the Billboard Charts, How Much CARATs Mean to Them | Billboard Music Awards 2024",2162.0,Twitter,22
"""Esse caminho que chegou no Braga Netto agora foi a questão da grana"", diz Eliane Cantanhêde.

➡ Assista à #GloboNews:",247.0,Twitter,20
"O Ministério da Defesa anunciou que mulheres que completarem 18 anos em 2025 poderão fazer o alistamento militar voluntário. Ao todo, serão 1,5 mil vagas entre Exército, Marinha e Aeronáutica.

➡ Assista à #GloboNews:",111.0,Twitter,34
"Lula teve alta neste domingo (15). O presidente estava internado desde segunda (9) em São Paulo, onde passou por uma cirurgia para drenar um hematoma na cabeça — ainda em decorrência da queda que sofreu em casa, em outubro.

➡ Assista à #GloboNews:",263.0,Twitter,43
Stray Kids Accepts the Top Global K-Pop Artist | Billboard Music Awards 2024,4997.0,Twitter,13
"TEMOS UMA BRIGA POR TÍTULO NA ESPANHA? 👀🇪🇸 Com a derrota do Barcelona para o Leganés, os blaugranas perderam a gordura que tinham no topo da tabela e agora Real e Atlético encostaram! Nosso @marcelobechler analisou o resultado e o momento do Barça! 🔵🔴 #LaLiga",40.0,Twitter,45
"FOI UMA HONRA, IMPERADOR! 👏👏👏
Hoje o Adriano Imperador se despediu dos gramados em um jogo comemorativo no Maracanã! Que carreira fod@, com passagem por quatro clubes no Brasil e grande destaque na Internazionale e na #SeleçãoBrasileira!",2737.0,Twitter,37
"Milhões de sírios deixaram o país devido à guerra e agora não sabem mais se vão poder permanecer na Europa — onde países estão revendo políticas de refúgio — ou se podem retornar em segurança para Síria.

➡ Assista à #GloboNews:",21.0,Twitter,41
"O #EspecialDeDomingo está no ar.

➡ Assista à #GloboNews:",32.0,Twitter,9
"MUITA DIFERENÇA ENTRE OS CAMPEÕES! 😱💰 

Enquanto o Botafogo recebeu um prêmio de cerca de R$ 48 milhões pelo título do Brasileirão Betano, o Vélez foi campeão argentino e levou 500 mil dólares, cerca de R$ 3 milhões na conversão atual. #BrasileirãoBetano",931.0,Twitter,42
"O BOCA JUNIORS ESTARÁ NA LIBERTADORES 2025! 🔵🟡
Depois de ficar fora da #Libertadores2024, o Boca conseguiu a classificação para a edição 2025 depois do título do Vélez, no Campeonato Argentino.",341.0,Twitter,31
"VALE TUDO PELO PRIMEIRO LUGAR DO GRUPO! ⚔️🏆 Real Madrid e Chelsea vão duelar pela liderança da chave! É JOGÃO nesta terça-feira, AO VIVO na @streammaxbr (",33.0,Twitter,27
".@miriamleitao comenta o fato de o presidente Lula não ter seguido o protocolo de transferir a função para seu vice, Geraldo Alckmin, durante internação hospitalar.

➡ Assista à #GloboNews:",107.0,Twitter,29
"""Apesar de ter muito CPF na onda do golpe, também há CPFs que entram para a história resistindo a esse golpe"", diz Eliane Cantanhêde, sobre envolvimento de militares em trama golpista.

➡ Assista à #GloboNews:",117.0,Twitter,35
".@miriamleitao: ""O que está se vendo agora, nunca se viu antes: o Exército dizer que está colaborando com as investigações. Antes, as Forças Armadas protegiam os seus. Dessa vez, a ideia é de que é preciso preservar a instituição"".

➡ Assista: https://t.co/mgnXyoxnmY #EspecialDeDomingo #GloboNews",922.0,Twitter,44
".@miriamleitao fala sobre elementos que culminaram na prisão de Braga Netto, e diz que a PF analisa agora celulares e dezenas de pendrives apreendidos no sábado (14). ""As investigações continuam, porque mais informações estão chegando"".

➡ Assista à #GloboNews: https://t.co/mgnXyoxVcw #EspecialDeDomingo",572.0,Twitter,41
"Friday Music Guide: New Music From Stray Kids, Bossman Dlow, Snoop Dogg &amp; More",1977.0,Twitter,14
"SHOW DOS SPURS! 🐓🔥 O Tottenham AMASSOU o Southampton, fora de casa, pela #PremierLeague! Mais uma grande atuação de Maddison! 👏",105.0,Twitter,21
"“It’s hard to be moral in three seconds.”  

On “The Weekend Intelligence”, @studersc asks Pastor Julian Lowe and philosopher @agnescallard: what happens when morality comes at a price?",10.0,Twitter,28
The unbelievable has become commonplace in recent years. What could happen in 2025? Here are a few scenarios to get you thinking:,19.0,Twitter,22
"Much like voters in the rest of the world, Germans are fed up with their government. Three charts help explain the situation in Europe’s largest economy",32.0,Twitter,26
"Adults have grown less literate over the past decade, new data suggest. One researcher speculates that many are getting much less practice than they used to at reading long and complex texts. 

Blame TikTok, perhaps",229.0,Twitter,35
"Cryptocurrencies are being increasingly institutionalised. 

In turn the asset class will become more ordinary, and more linked to the ups and downs of the regular financial world, which advocates had hoped to replace",45.0,Twitter,33
Europe knows its armies need more cash. But clever tricks will be needed to fund defence expenditure without crossing the various red lines of different countries,59.0,Twitter,26
"Donald Trump’s picks for the Federal Trade Commission and Department of Justice will mostly make corporate deals easier. 

Objections to a merger because of its effect on union workers, for example, are less likely to be raised under the new regime",41.0,Twitter,41
These are the world’s most expensive cities,33.0,Twitter,7
"➡️ Reitora da UnB suspende youtuber Wilker Leão das aulas por 60 dias

O youtuber Wilker Leão é acusado de gravar e divulgar debates do ambiente acadêmico sem autorização, provocando ofensas nas redes sociais

Leia na coluna de @lilian_tahan e @tr_isadora:",114.0,Twitter,41
"➡️ Temendo protestos, corte militar gasta R$ 75 mil com armamentos

Com julgamentos de militares envolvidos em atos antidemocráticos no horizonte, STM abriu licitação para comprar espingardas e munição

Leia na coluna @igorgadelham:",20.0,Twitter,33
"⏯️Paulo Vieira debocha da prisão de Braga Netto ao vivo na Globo

Durante a apresentação do Melhores do Ano, do Domingão, o humorista fez uma piada com a prisão do general

Leia na coluna da @OliveiraFabia_:",1388.0,Twitter,36
Another dub for the @utahhockeyclub! ✅,907.0,Twitter,6
"🚨 FOX NEWS EXCLUSIVE —&gt; Rep. Gimenez warns China is 'greatest threat' to US, Trump admin will 'project strength' to CCP",145.0,Twitter,21
"@Bucks @hornets @MiamiHEAT @nuggets @OrlandoMagic @spurs @memgrizz @warriors @SacramentoKings @HoustonRockets Anthony Davis dominates the paint as the @Lakers win in LA!

D'Angelo Russell: 28 PTS, 14 AST
Rui Hachimura: 23 PTS (9-13 FGM), 4 STL",473.0,Twitter,35
"A masterpiece 🏟️🫶

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan",1997.0,Twitter,6
"And here they are! 👋

#MilanGenoa #SempreMilan 
Brought to you by @OffWht",405.0,Twitter,12
"#SLBenficaFem | 1️⃣1️⃣ 𝗜𝗡𝗜𝗖𝗜𝗔𝗟!

#LojasEspacoCasa #Europcar #Glassdrive #Auditiv @adidasfootball",71.0,Twitter,9
"⚽ 17' GOOOLOOOOOOO!!!! AMDOUNI!!!!!

#AVSSLB • 0-1 • #LigaPortugalBetclic",2169.0,Twitter,9
"🚨 TEAM NEWS! 🚨

#AVSSLB • #LigaPortugalBetclic",125.0,Twitter,7
"All six of our @FIFAWorldCup qualifiers will have a 7:45pm kick-off ⚽️ #FIFAWorldCup 

Away venues and ticket details will be announced in due course 🏟️🎟️ #GAWA",25.0,Twitter,26
"Meeting the Quinns! 🥰

#BCFC",61.0,Twitter,5
"KO: Two games get underway across the country. 

Both games are LIVE on YouTube:",87.0,Twitter,14
"""VER A SELEÇÃO DE HOJE É UM POUCO TRISTE!"" 😳🇧🇷 Romário mandou essa aí ao falar sobre a má fase da #SeleçãoBrasileira, mas se mostrou esperançoso com a melhoria após o retorno de Neymar! 🙏",145.0,Twitter,35
"MANCHESTER É VERMELHO! 🔴🔥 O City achou que estava com a vitória garantida, mas o United mostrou que é gigante e buscou a virada na casa do rival com dois gols no finalzinho! Crise para Pep Guardiola e festa do lado vermelho! #PremierLeague",151.0,Twitter,43
"É O TREM COM DESTINO SANTOS? 👀 Zé Rafael, volante do Palmeiras, deve ser o novo reforço do Peixe para as próximas temporadas. O jogador chegaria ao Alvinegro por empréstimo de 1 ano. 

🗞️: @DonRicardinho",390.0,Twitter,35
"Sada Cruzeiro chega a 55 títulos desde 2010 com a conquista do Mundial de Clubes de Vôlei

Confira a lista de títulos do clube nos últimos 14 anos",622.0,Twitter,28
"Com 13 conquistas individuais, Wallace se credencia como um dos maiores do vôlei mundial

Wallace também possui quatro Mundiais de Clubes pelo Sada Cruzeiro",424.0,Twitter,24
"Before Tulsi Gabbard started calling the Democratic Party an “elitist cabal of warmongers”, she belonged to it. Vogue even called her an “embodiment of the Obama era”.

Now she is Donald Trump’s pick to be his director of national intelligence",31.0,Twitter,40
"France’s president made his choice after, reportedly, François Bayrou threatened to pull out of the centrist coalition. But he is likely to find it just as difficult as his predecessor did to produce a new budget for 2025",17.0,Twitter,38
Europeans are hoping they can spend more on defence without giving up the good life. Can it be done?,45.0,Twitter,19
"China’s nationalists genuinely admire aspects of Donald Trump. They like his strongman image and the conservative social views he professes.

Many even brush off the president-elect’s threat of huge tariffs on Chinese goods. We explore why",53.0,Twitter,36
Things have changed,25.0,Twitter,3
Excuses are running out for the British economy. Growth has been sluggish for over a decade. But now the tumult appears to be over. Will the country be able to sustain its recovery throughout 2025? We explain,26.0,Twitter,37
"Generative AI can write copy and draw images; the technology is also making it easier to target consumers with the right ad. 

It could eliminate 7.5% of America’s advertising jobs by 2030, one research firm predicts",31.0,Twitter,36
Wherever Donald Trump takes America in the next four years will be felt for decades to come. Discover more in The World Ahead,55.0,Twitter,23
"➡️ Lula mostra curativos na cabeça após cirurgias de emergência em SP

Presidente recebeu alta médica neste domingo (15/12). Ele sofreu um hemorragia intracraniana e passou por dois procedimentos cirúrgicos

Leia:",132.0,Twitter,31
"➡️ Braga Netto é 1º general 4 estrelas preso: saiba poder da patente

Braga Netto é o primeiro general quatro estrelas preso desde o pós-ditadura. Ele foi indiciado pela PF acusado de trama golpista

Leia:",44.0,Twitter,35
"➡️ Vivendo ""fora do sistema"" em Paris 

Casal vive em miniapartmento que eles chamam de ""biosfera urbana"": um ambiente autossuficiente onde quase tudo é feito à mão. Em 26 metros quadrados, tem espaço para cozinhar, comer e cultivar plantas. 

➡️ Veja no vídeo da @dw_brasil, parceira do Metrópoles",23.0,Twitter,48
"➡️ Funcionário da Globo morre após ser confundido com miliciano em bar

Jhonata Lima Almeida, de 30 anos, era montador nos estúdios Globo e estava em um bar em Nova Iguaçu quando foi baleado

Leia:",136.0,Twitter,35
"➡️ Bar comunista é apedrejado em SP e dono cita “luta contra o fascismo”

Recém-inaugurado na Mooca, zona leste de SP, pub comunista foi apedrejado nessa semana e proprietário procurou a polícia

Leia:",1216.0,Twitter,33
"➡️RJ: funcionários serão demitidos após homem morrer na espera de UPA

Paciente de 32 anos morreu após esperar por atendimento em uma UPA da Cidade de Deus, zona oeste do Rio. PCERJ investiga o caso

Leia:",1201.0,Twitter,36
".@POTUS and @SecretaryPete ensured you get a refund for cancelled or heavily delayed flights.

Now there's talk of repealing those rules.
Really?

Is Donald Trump so petty that he's fine letting you foot the bill when an airline leaves you behind?",2.0,Twitter,41
"🔴⚫️🏆 Bayer Leverkusen win the Bundesliga title for the FIRST time in their history!

74 goals scored, 19 goals conceded, ZERO defeats.

Insane job by Xabi Alonso and this group of fantastic players.

Congratulations, @bayer04fussball! ✨",375518.0,Twitter,36
🤩 @T_Reijnders,4148.0,Twitter,2
"🔛 Rola a bola na Vila das Aves! 💪

#AVSSLB • #LigaPortugalBetclic",200.0,Twitter,12
Double trouble (and for once we're not talking about @DanTicktum),69.0,Twitter,10
"The first player to 200 #BarclaysWSL appearances!

Jordan Nobbs 🤩",2094.0,Twitter,10
"That first half in numbers! 🔢

#BarclaysWSL",883.0,Twitter,7
"The stats are in following a dominant half from @ManUtdWomen 🫡

#BarclaysWSL",191.0,Twitter,12
"QUE LOUCURA! 😳 O City vencia até os 88 do segundo tempo, mas o United foi buscar uma virada HISTÓRICA! É, Guardiola... 👀 #PremierLeague",2528.0,Twitter,24
"People in Asia sleep later, shorter and less well",16.0,Twitter,9
"On “The Weekend Intelligence” podcast @studersc travels across America in search of what it means to be a Good Samaritan. On the way, she speaks to philosopher @agnescallard, as well as a pastor and a lawyer",10.0,Twitter,36
The number of people in Latin America and the Caribbean opening their first bank account has been growing faster than the global rate in recent years. Financial institutions will aim to keep up the momentum in 2025,40.0,Twitter,37
"Abu Hassan al-Hamawi is largely responsible for his group’s sweeping conquest of much of Syria in recent weeks. 

Sipping tea and wearing a Kalashnikov, the military commander sat down to speak with us:",18.0,Twitter,33
"There is something enigmatic about Tulsi Gabbard, who may soon run America’s spy agencies. It is not just a matter of first impressions. It is also her convictions. 

Some are batty enough to make a right-thinking person squirm",51.0,Twitter,38
"With packed restaurants and throngs of shoppers, Madrid is enjoying a palpable pre-Christmas buzz. The rest of Spain’s economy is basking in it too.

But how long can the good times last?",42.0,Twitter,32
"“It made me want to basically smash my phone.” 

How a Chinese hacking group reportedly targeted American politicians:",32.0,Twitter,18
"Romania’s constitutional court has annulled the country’s presidential election after a crankish candidate illegally exploited social-media algorithms.

There is little doubt that this was the case, but there were other factors for his success",83.0,Twitter,34
"Does an elusive handshake await Donald Trump and Ayatollah Ali Khamenei in 2025? 

The question may depend on whether Iran’s supreme leader can stomach such a photo-op",16.0,Twitter,27
"➡️ Esperma de salmão no rosto: entenda tratamento de Virginia Fonseca

O esperma de salmão vem sendo muito utilizado em clínicas de estética para promover o rejuvenescimento da pele

Leia:",92.0,Twitter,30
"➡️ Após 6 dias internado, Lula recebe alta da equipe médica neste domingo

Desde que foi internado em 9/12, Lula foi submetido a dois procedimentos cirúrgicos no Hospital Sírio Libanês, no centro de SP

Leia:",153.0,Twitter,35
"¡¡¡SIGUE VIVO EL BICAMPEÓN!!🦅🦅

De manera dramática, el @ClubAmerica derrotó al Cruz Azul y avanzó a la Gran Final de #NuestraFiesta, donde buscará el tricampeonato ante @Rayados.",5591.0,Twitter,27
"***UPDATE***

Guide To Iran's Navy &amp; IRGC's Drone Carriers, Forward Base Ships, and Covert Intelligence Ships -&gt;",216.0,Twitter,17
"@Bucks @hornets @MiamiHEAT Nikola Jokić follows up his career-high 56 points last night with 48 tonight as the @nuggets win!

Michael Porter Jr.: 26 PTS (12-17 FGM)
Christian Braun: 17 PTS (7-11 FGM), 8 REB
Julian Strawther: 13 PTS (5-6 FGM)",344.0,Twitter,41
"@Bucks @hornets @MiamiHEAT @nuggets Goga Bitadze grabs 9 offensive boards as the @OrlandoMagic improve to 10-0 at home!

Jalen Suggs: 26 PTS (14 in the 4Q)
Cole Anthony: 14 PTS, 2 BLK",690.0,Twitter,32
"@Bucks @hornets @MiamiHEAT @nuggets @OrlandoMagic @spurs Jaren Jackson Jr. does it on both ends as the @memgrizz win for the 9th time in 10 games!

Santi Aldama: 19 PTS, 5 AST, 3 BLK
Jay Huff: 17 PTS
Scotty Pippen Jr.: 14 PTS, 12 AST",206.0,Twitter,44
"No way through in the first 45 at San Siro ⏸️

#MilanGenoa #SempreMilan 
Brought to you by @Bitpanda_global",413.0,Twitter,18
"🌡️💨

#AVSSLB • #LigaPortugalBetclic",627.0,Twitter,4
"#SLBenficaFem | 🤩 Vitória na 1.ª mão dos 𝙦𝙪𝙖𝙧𝙩𝙤𝙨 𝙙𝙚 𝙛𝙞𝙣𝙖𝙡 da #TaçadaLigaFeminina!

⚽ Cristina Martín-Prieto &amp; Chandra Davidson.

#LojasEspacoCasa #Europcar #Glassdrive #Auditiv @adidasfootball",132.0,Twitter,24
"Smile everyone!😁

A ""Historic Moment"" in Women's Test Match Cricket for South Africa🇿🇦🏏

#AlwaysRising #WozaNawe
#BePartOfIt #SAvENG",276.0,Twitter,17
"🎂 Happy Birthday to @amygallacherr 🏴󠁧󠁢󠁳󠁣󠁴󠁿

#SWNT",128.0,Twitter,7
"Starting XI locked in for the clash in Brugge 💪

#mijnploeg  #krcgenk",38.0,Twitter,12
"Let's go, Maz ✊

88' 🟣 3-1 ⚪️ // #BarclaysWSL",116.0,Twitter,10
"Manchester United's number eight 🔥

#BarclaysWSL @ManUtdWomen",1008.0,Twitter,7
"Ending the calendar year with three points 🤩

#BarclaysWSL @ManUtdWomen",179.0,Twitter,10
"❤️⚪

#AVSSLB • #LigaPortugalBetclic",520.0,Twitter,4
Health and long life correlate unsurprisingly with GDP per capita. But southern Europe is outperforming the usual link between wealth and health,26.0,Twitter,22
"Since 2020, the global economy has been pummelled by a succession of shocks: the pandemic, a fiscal spending bonanza, an inflation spike, the invasion of Ukraine and more. As the dust settles, what has changed? Read more in The World Ahead",44.0,Twitter,41
"The loss of the key port of Tartus on Syria’s coast could soon hobble the Russian navy. 

Without it, the Kremlin’s naval operations in the Mediterranean are likely to become shorter, more expensive and more sporadic",155.0,Twitter,36
"Georgia’s pro-Russia government is walking a fine line as it tries to crack down on protesters, but not so brutally as to provoke an uprising",21.0,Twitter,25
"A dozen years ago Spain was a byword for economic failure. How that has changed. 

By our reckoning, it is now on course to be the best-performing rich-world economy of 2024 across a range of measures. Still, the country must not rest easy",83.0,Twitter,43
"Tales of corruption are not new to Bangladesh. But never before has it been so widespread and pervasive, one expert reckons.

Fixing things, while the country rebuilds its institutions, will be tricky",20.0,Twitter,32
The U-bend of life—and why it begins at 46,29.0,Twitter,9
"➡️ “Vivo, inteiro e com mais vontade de trabalhar”, diz Lula após alta

Presidente Lula teve alta hospitalar neste domingo (15/12), após 6 dias internado por causa de cirurgia para conter uma hemorragia na cabeça

Leia:",241.0,Twitter,36
"➡️ O vídeo que complica Braga Netto nas investigações da PF

A Polícia Federal usou um diálogo de Braga Netto, registrado em vídeo, para reforçar a acusação de que o general teria atuado por um golpe

Leia na coluna @PauloCappelli_ :",1390.0,Twitter,41
"➡️ Rodrigo Constantino: saiba quais são os sintomas de câncer na língua

Comunicador Rodrigo Constantino revelou que está lutando contra um câncer de boca que teria começado na língua

Leia:",259.0,Twitter,30
"@Bucks @hornets @MiamiHEAT @nuggets @OrlandoMagic Wemby comes up big late to power the @spurs to victory!

Stephon Castle: 22 PTS
Charles Bassey: 16 PTS, 12 REB, 4 BLK
Chris Paul: 10 AST (moves to 2nd all-time)",252.0,Twitter,36
"In an alternate universe perhaps we'd be smashing sixes... 🏏

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan",1860.0,Twitter,13
"Join us LIVE from San Siro on our app! 🔜📲
The celebration of 125 years of history begins at 19:45 CET ❤️🖤 

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan",353.0,Twitter,25
"⏹ Termina a partida.

#AVSSLB • #LigaPortugalBetclic",353.0,Twitter,7
"🟣 𝗠𝗔𝗧𝗖𝗛𝘿𝘼𝙔 🔵

🆚 Liverpool
🕜 2:30pm (UK)
🏆 @BarclaysWSL
🏟️ St Helens Stadium",2758.0,Twitter,14
"Le dimanche, c'est le foot. 🟣⚪️ #STVAND",122.0,Twitter,7
